Name,Sector,City,State,Founded_Year,Funding_Stage,Investment_Type,Amount_Raised,Investors_Count,Valuation_Post_Funding,Revenue,Profitability,Number_of_Employees,Tech_Stack,Customer_Base_Size,Growth_Rate,Exit_Status,Social_Media_Followers,Patents,ESG_Score,Diversity_Index,Net_Impact_Score,Funding_Year
Startup_7572,FinTech,Bangalore,Maharashtra,2019,Series B,Convertible Note,5377060,5,25874867,1936813,Yes,343,Cloud,14884,34.92,Yes,91791,16,8.59,59.21,2.81,2022
Startup_7573,FoodTech,Delhi,Maharashtra,2003,Series D,Grant,4329544,9,83866041,3838390,No,158,IoT,20224,28.85,Yes,14780,16,5.05,64.18,8.54,2017
Startup_7574,FoodTech,Chennai,Delhi,2001,Series D,Grant,2251550,6,71544027,1154987,Yes,409,Cloud,34082,42.55,Yes,80024,8,1.78,38.84,7.26,2016
Startup_7575,AgriTech,Mumbai,Karnataka,2013,Series A,Grant,1701821,9,41016047,2354053,No,464,Blockchain,62756,38.49,Yes,64584,20,1.47,48.3,4.75,2015
Startup_7576,Retail,Mumbai,Karnataka,2021,IPO,Debt,3870082,3,82253368,3020586,No,260,Cloud,70815,47.87,Yes,86351,4,7.66,21.25,6.87,2023
Startup_7577,EdTech,Pune,Karnataka,2007,IPO,Convertible Note,1871196,2,83930456,2107516,Yes,231,IoT,10108,23.91,Yes,56544,11,8.6,50.44,8.04,2019
Startup_7578,TravelTech,Mumbai,Telangana,2015,Series D,Grant,8212457,10,82776345,4723685,Yes,153,Big Data,35974,45.71,No,22006,19,4.51,21.22,7.42,2015
Startup_7579,FinTech,Hyderabad,Tamil Nadu,2017,IPO,Equity,7909066,9,67370240,2395091,No,66,Cloud,3096,37.67,No,3110,1,2.61,70.03,7.57,2016
Startup_7580,FoodTech,Bangalore,Tamil Nadu,2004,Series D,Equity,9963949,3,24962680,3004845,No,12,IoT,74129,17.89,No,44351,0,5.41,28.94,6.09,2019
Startup_7581,TravelTech,Pune,Telangana,2023,Seed,Convertible Note,9412975,1,29922797,4557569,No,480,AR/VR,40790,7.95,No,51780,15,4.94,70.88,2.6,2016
Startup_7582,Retail,Mumbai,Telangana,2019,Series B,Debt,9976358,8,84526230,2805431,Yes,419,AR/VR,6513,13.44,Yes,26276,7,9.97,57.61,8.82,2016
Startup_7583,EdTech,Delhi,Delhi,2019,Series B,Grant,5732351,8,23964260,167179,Yes,169,IoT,71381,45.58,No,29511,4,1.9,25.86,5.36,2017
Startup_7584,TravelTech,Delhi,Telangana,2011,Series A,Grant,5005606,1,9247546,1902930,Yes,151,AI,12432,38.3,Yes,50773,17,9.81,53.31,5.55,2023
Startup_7585,TravelTech,Hyderabad,Telangana,2004,Series A,Debt,2600148,4,64602463,2614125,No,412,AI,58778,31.3,No,5185,8,7.86,56.19,7.12,2023
Startup_7586,FinTech,Delhi,Karnataka,2003,IPO,Debt,5203758,8,32586975,878462,Yes,201,AR/VR,96458,46.21,Yes,21188,18,2.89,55.81,2.24,2020
Startup_7587,EdTech,Delhi,Karnataka,2019,Series A,Equity,5594512,5,34217934,4574946,Yes,224,Blockchain,81920,45.72,No,1994,5,1.38,66.19,2.08,2020
Startup_7588,FinTech,Pune,Telangana,2010,Series B,Equity,3894780,8,81480006,4022522,No,443,Big Data,13232,15.08,Yes,15759,3,1.75,32.46,7.71,2019
Startup_7589,Retail,Chennai,Tamil Nadu,2020,Seed,Equity,9355681,7,92204953,1080499,No,487,IoT,18504,44.35,No,11264,17,6.6,52.4,9.25,2016
Startup_7590,TravelTech,Chennai,Telangana,2013,Seed,Debt,3662860,8,94874454,3292751,Yes,470,AI,20196,13.6,Yes,59010,11,3.17,23.05,7.19,2019
Startup_7591,HealthTech,Delhi,Telangana,2001,Series D,Grant,9565020,5,37460462,2117408,No,284,Cloud,8158,22.3,No,99088,19,7.73,65.5,7.96,2021
Startup_7592,TravelTech,Chennai,Telangana,2023,Series D,Equity,3512982,3,8396160,1014874,No,486,AI,89985,20.38,No,6449,9,9.9,62.08,8.77,2019
Startup_7593,EdTech,Bangalore,Delhi,2021,Series A,Debt,744833,3,97587098,2899878,Yes,30,AR/VR,41197,22.38,Yes,9346,7,4.31,42.11,8.48,2016
Startup_7594,AgriTech,Mumbai,Karnataka,2011,IPO,Convertible Note,7325840,10,96734782,2175757,Yes,201,AR/VR,62588,27.08,No,95821,3,5.58,43.1,9.71,2022
Startup_7595,FoodTech,Pune,Karnataka,2017,Series D,Convertible Note,1538607,3,7346274,1823496,No,122,AI,17277,16.52,No,49601,9,4.7,72.11,6.4,2023
Startup_7596,AgriTech,Mumbai,Tamil Nadu,2017,Seed,Debt,8092094,10,59672481,1042426,No,20,Blockchain,14973,21.56,No,85756,1,4.74,47.89,3.19,2019
Startup_7597,HealthTech,Chennai,Delhi,2009,Series D,Grant,8134229,9,2605510,2777578,No,478,Cloud,72113,24.83,No,14698,15,6.32,69.1,5.8,2017
Startup_7598,AgriTech,Delhi,Telangana,2014,IPO,Equity,5171349,4,92336289,4795748,No,261,Cloud,62955,49.89,No,4892,20,8.4,65.03,4.6,2016
Startup_7599,FinTech,Hyderabad,Karnataka,2020,Series D,Equity,9119410,5,8719327,2132401,Yes,273,Cloud,45630,45.02,Yes,49013,18,7.06,40.18,7.71,2016
Startup_7600,EdTech,Hyderabad,Telangana,2012,Series B,Convertible Note,9180259,2,37869857,2876975,No,254,AI,16454,43.09,Yes,46642,20,3.9,43.85,7.95,2021
Startup_7601,HealthTech,Bangalore,Maharashtra,2003,Series C,Debt,3591971,10,77686744,587528,No,264,IoT,28886,30.04,No,75770,15,2.75,44.83,8.11,2018
Startup_7602,TravelTech,Mumbai,Maharashtra,2023,Series D,Debt,9300667,3,52860678,4136307,Yes,414,Cloud,53765,10.82,Yes,12903,0,8.42,71.91,7.64,2023
Startup_7603,EdTech,Mumbai,Delhi,2015,Series C,Debt,1529997,2,71347824,3805730,No,441,AI,45171,14.55,Yes,27180,5,1.18,56.14,6.23,2021
Startup_7604,AgriTech,Mumbai,Delhi,2012,Series A,Debt,1648853,7,73107366,3825285,Yes,55,Blockchain,10005,45.55,No,36441,5,6.74,36.87,1.69,2015
Startup_7605,FinTech,Chennai,Delhi,2000,Series B,Grant,7101628,2,4416224,2496161,No,117,Big Data,25665,31.27,No,63139,13,2.31,56.57,7.53,2021
Startup_7606,HealthTech,Delhi,Tamil Nadu,2003,Series A,Convertible Note,8119472,7,1615505,4490442,Yes,435,Big Data,86417,20.2,Yes,28940,5,4.5,35.28,1.77,2019
Startup_7607,Retail,Pune,Telangana,2012,Series C,Equity,440906,5,16926202,3531267,No,54,Big Data,85353,42.35,Yes,97989,1,5.5,42.8,1.72,2019
Startup_7608,EdTech,Pune,Maharashtra,2021,Series A,Equity,1364353,2,82677670,3736466,Yes,286,AR/VR,54072,22.86,No,9234,5,9.26,76.48,6.68,2023
Startup_7609,AgriTech,Chennai,Delhi,2003,Series C,Convertible Note,7388990,7,27282828,1539288,Yes,396,Blockchain,30042,12.68,Yes,31540,1,9.72,49.93,9.12,2020
Startup_7610,TravelTech,Delhi,Karnataka,2010,Seed,Equity,6905360,10,54089473,279633,Yes,496,Cloud,81599,27.02,No,17857,2,1.01,68.08,5.36,2016
Startup_7611,Retail,Chennai,Maharashtra,2020,Series D,Equity,2112715,9,1665811,1498857,Yes,84,Blockchain,70195,28.94,No,91897,14,2.53,35.16,2.73,2015
Startup_7612,AgriTech,Delhi,Maharashtra,2013,Series A,Equity,2076077,7,72391809,157665,Yes,206,Blockchain,7376,16.51,Yes,52937,10,1.04,67.48,9.13,2021
Startup_7613,HealthTech,Mumbai,Maharashtra,2022,Series D,Grant,5586479,5,12548375,4307657,No,71,IoT,89736,25.65,Yes,89545,0,4.09,65.32,4.87,2017
Startup_7614,FinTech,Delhi,Delhi,2018,Series A,Convertible Note,7418125,1,7070968,2329872,Yes,81,Blockchain,71616,20.47,Yes,64921,18,7.03,61.12,5.68,2016
Startup_7615,HealthTech,Bangalore,Telangana,2004,Series B,Grant,3802556,2,16904523,685451,No,241,IoT,4689,37.43,No,96520,19,4.11,67.93,9.78,2021
Startup_7616,FoodTech,Hyderabad,Tamil Nadu,2007,Series A,Debt,2777981,1,28330534,2442150,No,346,AR/VR,87428,21.48,No,98312,3,9.31,27.35,9.52,2020
Startup_7617,HealthTech,Pune,Delhi,2014,Series A,Convertible Note,5405312,4,15164145,2475826,No,244,AI,10140,12.84,Yes,70339,14,3.78,38.54,5.25,2016
Startup_7618,Retail,Bangalore,Telangana,2005,IPO,Convertible Note,2833679,6,84750404,1627269,No,40,Blockchain,26152,27.5,No,50633,13,8.05,27.31,4.29,2020
Startup_7619,Retail,Pune,Maharashtra,2020,Seed,Debt,5096787,6,82741248,868229,Yes,286,AI,68084,24.44,Yes,68198,16,8.75,72.48,5.52,2016
Startup_7620,HealthTech,Delhi,Telangana,2002,Series B,Grant,1433011,1,11181722,3349518,Yes,163,AI,40094,41.12,Yes,20169,13,2.4,75.61,9.98,2021
Startup_7621,FinTech,Mumbai,Telangana,2006,Seed,Convertible Note,5456174,1,5181781,1061711,No,315,AI,52169,13.33,No,48711,4,1.02,38.15,1.6,2017
Startup_7622,FinTech,Bangalore,Karnataka,2000,Series D,Grant,9109026,10,10530168,4514249,Yes,39,Cloud,19290,35.01,No,42160,16,6.72,51.98,2.46,2017
Startup_7623,HealthTech,Chennai,Karnataka,2017,Seed,Convertible Note,3510267,7,18068000,4188808,Yes,75,Cloud,55774,13.35,No,22542,10,6.79,28.13,8.6,2021
Startup_7624,TravelTech,Bangalore,Tamil Nadu,2003,Seed,Convertible Note,3231729,4,68396602,786415,No,378,AR/VR,94182,37.52,No,96622,8,1.19,37.02,9.21,2021
Startup_7625,EdTech,Hyderabad,Tamil Nadu,2001,Series D,Convertible Note,2655125,6,19811423,1903656,No,189,AI,89637,22.9,No,61729,14,4.82,42.29,8.73,2020
Startup_7626,HealthTech,Mumbai,Maharashtra,2000,Seed,Grant,7658508,6,44841823,3133394,Yes,231,Blockchain,62790,31.37,No,58498,6,9.57,37.46,7.22,2023
Startup_7627,TravelTech,Delhi,Tamil Nadu,2007,Series C,Convertible Note,9579716,3,46031757,4140874,No,123,Big Data,90008,20.18,No,83099,12,2.43,52.69,3.0,2021
Startup_7628,FoodTech,Chennai,Maharashtra,2006,Series D,Convertible Note,8338648,6,94682618,137015,Yes,44,IoT,43359,13.81,No,27103,19,9.02,27.16,4.25,2015
Startup_7629,FoodTech,Hyderabad,Maharashtra,2013,Seed,Debt,6458657,3,36753377,1977007,No,309,Blockchain,93661,49.67,No,62218,10,7.32,67.95,9.06,2022
Startup_7630,Retail,Hyderabad,Karnataka,2016,IPO,Equity,5080677,8,43390599,2226522,No,52,Blockchain,30094,11.34,No,57679,16,9.24,71.11,7.5,2020
Startup_7631,EdTech,Hyderabad,Tamil Nadu,2006,IPO,Grant,9948951,2,30915415,576651,Yes,154,AR/VR,95222,21.8,No,99266,11,3.66,43.93,9.53,2022
Startup_7632,FoodTech,Chennai,Tamil Nadu,2018,IPO,Convertible Note,7193004,8,53969297,4253806,No,10,AR/VR,59768,27.63,Yes,14342,0,7.34,79.61,5.43,2017
Startup_7633,TravelTech,Delhi,Tamil Nadu,2001,Series B,Debt,1533024,5,17101432,1326339,No,444,AI,40410,46.38,No,37889,14,2.7,50.12,7.82,2019
Startup_7634,Retail,Pune,Telangana,2016,IPO,Equity,850011,2,51352185,1500577,No,370,IoT,51320,30.13,No,11150,2,4.16,65.49,9.12,2021
Startup_7635,EdTech,Pune,Karnataka,2012,Seed,Debt,5550737,6,96788649,4194071,No,153,IoT,43457,11.96,No,66713,13,9.54,24.67,5.24,2016
Startup_7636,Retail,Pune,Delhi,2006,Series B,Grant,5028422,3,92683457,1051981,Yes,60,Blockchain,95684,28.32,Yes,93060,0,2.71,68.04,3.13,2020
Startup_7637,EdTech,Mumbai,Tamil Nadu,2007,IPO,Equity,9355229,5,67894332,3782467,No,123,Blockchain,53412,48.22,Yes,39117,4,5.47,30.66,8.61,2022
Startup_7638,EdTech,Bangalore,Maharashtra,2006,Series B,Equity,9232666,8,47027981,2266725,No,189,Blockchain,64669,14.85,Yes,2090,0,8.7,67.54,3.96,2021
Startup_7639,FinTech,Delhi,Tamil Nadu,2005,Series C,Grant,124411,1,85567606,669455,Yes,371,AR/VR,25681,29.59,No,96590,2,3.38,58.02,9.47,2018
Startup_7640,HealthTech,Mumbai,Maharashtra,2017,Series B,Grant,6809732,10,13745060,2562122,Yes,249,Big Data,46676,14.79,Yes,70538,19,9.3,51.97,2.81,2019
Startup_7641,EdTech,Pune,Karnataka,2012,Series B,Equity,226199,4,88985454,850505,Yes,324,AR/VR,71222,40.08,Yes,28782,16,9.84,21.18,3.37,2021
Startup_7642,AgriTech,Hyderabad,Delhi,2018,Series B,Grant,6916840,7,90611709,2697780,Yes,329,Blockchain,56506,43.34,No,97607,11,5.16,61.18,7.43,2017
Startup_7643,TravelTech,Bangalore,Maharashtra,2005,Series C,Grant,9050496,8,50199163,4238246,No,202,Cloud,97363,31.3,No,30804,11,2.46,30.26,4.65,2021
Startup_7644,TravelTech,Delhi,Karnataka,2007,Series A,Convertible Note,8906656,2,85150432,4607740,Yes,437,AI,10682,32.94,No,2852,9,4.0,66.38,5.64,2019
Startup_7645,AgriTech,Mumbai,Telangana,2021,Series A,Grant,4957094,1,56604319,1058996,Yes,130,Big Data,35701,27.85,No,83841,15,8.97,57.37,8.84,2021
Startup_7646,EdTech,Pune,Maharashtra,2020,Series C,Debt,6847253,4,13198078,3142807,No,74,AR/VR,66046,44.78,Yes,76362,10,7.78,44.61,8.03,2015
Startup_7647,Retail,Bangalore,Telangana,2020,Series C,Convertible Note,6056198,9,11588574,2943327,Yes,454,AI,59391,32.29,No,12691,10,6.14,31.57,3.38,2015
Startup_7648,TravelTech,Bangalore,Maharashtra,2003,Series A,Debt,5994701,6,55359458,829765,No,221,AR/VR,77970,30.98,Yes,86018,5,4.92,21.73,9.0,2016
Startup_7649,FoodTech,Bangalore,Karnataka,2008,IPO,Convertible Note,5664909,1,42566004,4983500,Yes,222,AI,66707,21.55,No,40937,2,2.59,20.73,7.8,2015
Startup_7650,EdTech,Mumbai,Telangana,2018,Seed,Debt,7513024,8,63030167,4456360,Yes,127,IoT,79204,45.17,No,30244,15,1.12,26.66,7.93,2023
Startup_7651,FoodTech,Pune,Karnataka,2009,IPO,Grant,9242525,10,76152883,2585707,No,49,AR/VR,27236,13.31,No,59464,13,7.2,22.33,5.49,2015
Startup_7652,EdTech,Mumbai,Tamil Nadu,2003,Series D,Grant,4381831,2,39227970,2024675,No,304,Big Data,1506,44.16,No,6987,0,4.99,22.53,6.71,2022
Startup_7653,HealthTech,Pune,Delhi,2001,Seed,Convertible Note,7782420,8,6072349,427177,Yes,55,Cloud,88469,12.95,Yes,33274,16,4.13,60.43,1.83,2020
Startup_7654,TravelTech,Bangalore,Delhi,2014,Series C,Convertible Note,9407649,10,86766218,4260293,No,237,Blockchain,49883,37.07,No,57555,15,5.0,54.19,6.11,2015
Startup_7655,EdTech,Hyderabad,Maharashtra,2002,Series A,Equity,5217707,2,88696327,2339062,Yes,156,AI,70571,16.54,No,94585,7,6.48,29.89,2.77,2016
Startup_7656,TravelTech,Hyderabad,Tamil Nadu,2018,IPO,Debt,1240389,10,85706688,2245616,Yes,230,Big Data,41586,9.25,No,7155,19,4.56,75.59,2.26,2022
Startup_7657,FinTech,Pune,Maharashtra,2000,Seed,Grant,9562715,3,27951363,4987458,Yes,358,IoT,56156,46.7,Yes,28679,15,4.44,74.17,7.44,2015
Startup_7658,AgriTech,Mumbai,Karnataka,2015,Series B,Grant,3949998,9,38749095,210891,Yes,470,Blockchain,8541,13.87,Yes,71793,8,5.91,54.14,1.29,2023
Startup_7659,FinTech,Chennai,Tamil Nadu,2020,Seed,Grant,5309696,10,99817109,3675486,Yes,406,Big Data,63908,35.34,No,2825,3,7.61,41.61,8.9,2016
Startup_7660,AgriTech,Hyderabad,Tamil Nadu,2005,Series D,Convertible Note,2615289,6,41201900,1218738,No,215,Blockchain,29479,7.39,No,91971,2,5.88,76.95,2.16,2016
Startup_7661,Retail,Delhi,Tamil Nadu,2016,Series A,Equity,8429632,9,22265273,4973639,Yes,291,Cloud,57130,13.24,Yes,59769,15,6.42,29.39,4.04,2023
Startup_7662,EdTech,Bangalore,Karnataka,2013,IPO,Equity,4587574,5,78572130,2507375,No,462,IoT,3410,9.91,Yes,2401,5,2.75,59.52,4.86,2020
Startup_7663,FinTech,Delhi,Maharashtra,2016,Series C,Convertible Note,6093633,5,58568180,4340711,Yes,480,IoT,20620,17.32,Yes,43781,6,5.24,39.05,8.99,2021
Startup_7664,FinTech,Delhi,Delhi,2013,Series B,Grant,8221115,4,8665978,731300,Yes,274,Blockchain,50921,48.26,No,43096,7,5.57,77.05,9.79,2015
Startup_7665,TravelTech,Bangalore,Delhi,2008,IPO,Convertible Note,8171980,6,60739715,2642247,No,407,AI,70666,16.81,No,95887,2,2.33,74.5,2.08,2019
Startup_7666,TravelTech,Bangalore,Maharashtra,2008,IPO,Grant,7269168,10,14235042,1518236,No,162,Big Data,99158,23.65,Yes,31593,2,7.45,69.64,8.63,2022
Startup_7667,AgriTech,Mumbai,Maharashtra,2002,Series D,Convertible Note,2397498,6,28202941,2470184,No,472,Cloud,86247,22.8,No,56202,15,5.78,62.29,3.57,2022
Startup_7668,FinTech,Bangalore,Telangana,2011,Series C,Equity,2834426,2,98010496,2141823,No,284,Cloud,13330,35.37,No,74304,16,6.63,21.78,6.61,2018
Startup_7669,TravelTech,Chennai,Maharashtra,2008,Seed,Debt,3467381,2,9400236,4363747,Yes,196,IoT,27052,29.84,Yes,82087,10,5.35,78.34,3.33,2015
Startup_7670,FoodTech,Bangalore,Maharashtra,2021,Series C,Equity,2073778,4,53176494,1047129,Yes,279,Cloud,22124,34.61,No,65772,16,3.29,24.11,1.6,2020
Startup_7671,AgriTech,Pune,Tamil Nadu,2009,IPO,Convertible Note,7932381,10,66411004,2856102,Yes,352,AR/VR,20012,10.82,Yes,10570,15,1.46,39.19,1.81,2015
Startup_7672,EdTech,Bangalore,Karnataka,2017,Seed,Debt,9731412,8,7535041,4909382,Yes,245,AI,20272,10.29,Yes,58709,15,2.65,23.65,2.56,2020
Startup_7673,Retail,Bangalore,Telangana,2014,Series B,Equity,9828352,4,76832471,2833064,No,121,Blockchain,37658,28.05,No,93235,20,2.84,34.16,7.99,2023
Startup_7674,FinTech,Bangalore,Delhi,2019,Series D,Equity,7287696,5,20989787,3418368,No,67,Cloud,15554,6.98,Yes,43686,8,7.4,72.96,5.92,2018
Startup_7675,FinTech,Pune,Telangana,2007,Series D,Equity,8481467,9,55671246,1312649,Yes,74,Cloud,71179,18.03,No,9097,19,9.59,76.83,9.32,2017
Startup_7676,EdTech,Bangalore,Karnataka,2012,Series A,Equity,4546524,1,63184737,912361,No,276,AR/VR,62622,9.76,No,82251,5,1.41,73.61,4.06,2021
Startup_7677,HealthTech,Pune,Tamil Nadu,2018,Series A,Equity,8514237,10,71361508,325358,No,487,IoT,22654,6.06,No,44666,15,9.92,24.24,8.42,2022
Startup_7678,FinTech,Hyderabad,Delhi,2023,IPO,Debt,6656817,5,8696800,3712871,No,496,AR/VR,36525,45.31,Yes,74679,4,3.61,57.05,9.17,2019
Startup_7679,AgriTech,Bangalore,Delhi,2003,Series B,Debt,8639426,4,42812376,3191735,No,217,Big Data,20621,40.61,No,97299,1,7.23,27.99,8.31,2017
Startup_7680,TravelTech,Chennai,Maharashtra,2020,Series C,Debt,1221425,1,36331098,1164556,Yes,80,AI,36533,29.52,Yes,23079,0,7.86,27.57,7.45,2018
Startup_7681,TravelTech,Bangalore,Karnataka,2001,Series C,Grant,8266321,10,71124345,1782612,Yes,445,Cloud,33912,20.83,No,31546,8,4.53,36.62,4.6,2015
Startup_7682,TravelTech,Hyderabad,Delhi,2005,Seed,Grant,5738852,6,6706055,494020,No,245,Cloud,7690,45.91,Yes,3831,2,1.16,60.55,6.22,2016
Startup_7683,Retail,Chennai,Delhi,2008,Series B,Debt,5913518,4,63181535,1878128,No,23,Blockchain,78703,8.03,Yes,46048,3,4.21,28.88,4.22,2015
Startup_7684,FoodTech,Bangalore,Telangana,2009,Series C,Grant,4613516,1,87205065,3449415,Yes,495,Cloud,90105,24.11,No,51965,7,5.91,62.92,4.05,2015
Startup_7685,EdTech,Chennai,Maharashtra,2012,Series A,Grant,8371121,3,6649772,2895773,Yes,40,AR/VR,91567,28.34,No,12074,18,6.66,24.65,7.66,2019
Startup_7686,AgriTech,Delhi,Telangana,2020,Series C,Convertible Note,5437585,1,38086949,505608,No,208,IoT,77144,33.97,No,78139,16,4.82,64.43,8.04,2016
Startup_7687,Retail,Chennai,Telangana,2019,Series A,Convertible Note,5041708,9,4443555,2873242,No,289,AR/VR,22089,40.33,No,47081,7,9.92,75.61,9.62,2016
Startup_7688,Retail,Bangalore,Delhi,2012,Seed,Equity,7820054,3,88410601,2412462,No,194,Big Data,45600,36.71,No,36962,14,2.86,76.39,3.06,2022
Startup_7689,FinTech,Delhi,Telangana,2013,Seed,Grant,7982611,7,83251816,2381522,No,263,Big Data,27460,46.22,Yes,86462,19,5.5,65.46,7.9,2019
Startup_7690,FinTech,Mumbai,Telangana,2011,IPO,Grant,9850311,4,83233599,575104,Yes,338,Blockchain,63715,21.59,No,45561,2,1.34,67.0,5.45,2016
Startup_7691,Retail,Mumbai,Delhi,2014,Series B,Equity,3153704,2,49470881,4412143,No,153,AI,35049,32.9,No,68671,16,1.74,68.6,6.89,2019
Startup_7692,FoodTech,Mumbai,Tamil Nadu,2015,Series A,Debt,8855974,6,86066283,2360218,No,438,AR/VR,88641,16.52,Yes,39948,1,3.37,76.92,3.11,2023
Startup_7693,HealthTech,Pune,Telangana,2023,IPO,Equity,9600162,1,80137047,3834670,No,424,Blockchain,42766,15.61,Yes,19349,3,3.53,25.85,3.24,2016
Startup_7694,TravelTech,Bangalore,Maharashtra,2002,Series D,Equity,8961780,6,40320446,2640708,No,374,Cloud,41889,5.23,No,73679,12,4.79,51.57,6.74,2020
Startup_7695,AgriTech,Mumbai,Telangana,2009,Series C,Debt,7638190,9,63103047,4283994,Yes,492,Cloud,21689,39.0,No,44809,9,4.38,25.0,4.99,2021
Startup_7696,HealthTech,Delhi,Maharashtra,2009,Series B,Convertible Note,432719,10,89300164,4045754,Yes,431,Cloud,81827,27.87,No,31977,20,8.29,29.14,5.18,2019
Startup_7697,FoodTech,Delhi,Delhi,2017,Series C,Convertible Note,5712693,10,86567812,3130145,Yes,355,AI,59153,16.69,Yes,20839,8,2.42,71.23,7.75,2020
Startup_7698,AgriTech,Pune,Delhi,2018,Series B,Grant,7454590,1,31958825,1055795,Yes,352,Blockchain,34088,33.5,No,79131,7,6.16,62.69,7.37,2017
Startup_7699,AgriTech,Bangalore,Karnataka,2022,Series B,Debt,6784666,3,81551751,1998393,Yes,202,IoT,87026,36.84,No,91866,8,6.46,57.05,6.75,2018
Startup_7700,AgriTech,Hyderabad,Telangana,2009,Series C,Equity,5212462,9,27343130,1422849,Yes,265,AR/VR,60377,45.37,Yes,29111,16,3.52,34.79,9.42,2020
Startup_7701,FinTech,Hyderabad,Telangana,2011,IPO,Debt,6792077,9,46624857,4033431,Yes,266,Big Data,47330,29.04,No,83536,20,8.8,51.26,3.6,2021
Startup_7702,TravelTech,Pune,Tamil Nadu,2014,Series D,Grant,9924936,4,8952838,1826060,Yes,67,Cloud,54597,29.03,Yes,24537,16,5.54,68.37,3.19,2023
Startup_7703,HealthTech,Bangalore,Maharashtra,2019,Series C,Debt,1467524,4,86236005,3396321,Yes,10,AR/VR,34515,41.98,No,38305,5,3.09,22.47,4.9,2016
Startup_7704,AgriTech,Hyderabad,Maharashtra,2018,Series A,Convertible Note,2804376,10,55203395,831383,Yes,453,Big Data,24091,27.32,No,67950,5,6.54,39.37,5.44,2020
Startup_7705,TravelTech,Delhi,Delhi,2011,Series A,Debt,461297,9,14531921,2391637,No,51,IoT,94564,28.15,Yes,46974,1,2.46,36.17,2.13,2015
Startup_7706,HealthTech,Bangalore,Karnataka,2022,Series D,Convertible Note,5277422,7,59791415,614832,No,323,Blockchain,12370,48.52,No,73267,1,1.14,39.4,6.22,2016
Startup_7707,FoodTech,Mumbai,Maharashtra,2023,Seed,Convertible Note,4243584,4,29602897,1440675,Yes,456,IoT,69980,11.88,Yes,75599,13,2.55,73.03,7.74,2015
Startup_7708,HealthTech,Chennai,Karnataka,2008,Series A,Convertible Note,5758415,7,2743008,3947527,Yes,170,Big Data,69124,7.29,No,39972,15,9.23,71.3,5.76,2015
Startup_7709,Retail,Hyderabad,Tamil Nadu,2021,Series A,Debt,9505700,6,79334128,3019152,No,70,AI,32424,48.24,Yes,14071,1,9.87,33.67,6.3,2018
Startup_7710,Retail,Pune,Maharashtra,2005,Seed,Convertible Note,2447949,8,32053403,1338354,Yes,397,AI,57925,29.82,No,85105,3,8.26,27.9,4.92,2016
Startup_7711,HealthTech,Pune,Telangana,2020,IPO,Convertible Note,3382129,1,26132339,1887884,No,424,Cloud,34160,23.18,Yes,82332,13,7.82,36.55,6.92,2018
Startup_7712,HealthTech,Pune,Maharashtra,2004,Series A,Grant,5857902,7,68577589,274311,No,104,IoT,91834,27.76,Yes,54658,5,8.2,75.06,4.79,2023
Startup_7713,TravelTech,Bangalore,Tamil Nadu,2013,Series C,Convertible Note,2473682,6,29214130,1381769,No,210,Big Data,79689,20.03,No,52602,5,2.51,55.2,5.31,2017
Startup_7714,FoodTech,Pune,Tamil Nadu,2009,Series B,Grant,9467450,2,99122040,3502437,No,264,AR/VR,32185,17.92,Yes,21272,12,5.43,73.66,6.24,2016
Startup_7715,EdTech,Pune,Karnataka,2010,Series D,Debt,8890705,1,77210911,4778780,Yes,83,Blockchain,88053,8.13,No,91787,9,4.82,39.92,9.77,2018
Startup_7716,TravelTech,Bangalore,Karnataka,2017,Series B,Debt,9818389,8,62197204,261096,No,45,Cloud,47994,42.55,No,75575,6,4.77,24.89,3.08,2018
Startup_7717,HealthTech,Pune,Karnataka,2008,Seed,Equity,4682224,8,31376209,1196579,Yes,110,IoT,53270,27.64,No,64281,17,2.89,25.76,3.47,2017
Startup_7718,FoodTech,Hyderabad,Tamil Nadu,2002,Series D,Debt,8735625,9,54683027,4340620,Yes,149,AI,94794,23.42,No,23493,10,2.1,73.11,2.26,2016
Startup_7719,EdTech,Pune,Maharashtra,2019,Series B,Debt,1385117,2,67777087,3004470,Yes,458,Blockchain,94825,6.94,No,85088,10,2.66,32.54,7.53,2023
Startup_7720,HealthTech,Pune,Delhi,2003,Series D,Debt,391390,9,21366899,4096918,No,289,AR/VR,37700,18.08,No,5805,9,7.02,74.18,5.95,2019
Startup_7721,FinTech,Hyderabad,Tamil Nadu,2015,Series A,Grant,2377935,2,69849827,3548017,No,462,AI,37924,22.22,Yes,16349,15,9.88,57.38,3.32,2017
Startup_7722,Retail,Delhi,Maharashtra,2009,IPO,Grant,8130413,8,29426438,3282141,No,194,Cloud,84714,45.45,No,30528,9,8.54,50.02,5.45,2022
Startup_7723,FinTech,Bangalore,Tamil Nadu,2020,Series B,Grant,3410521,4,48590841,1581197,No,294,Big Data,89727,47.86,Yes,52275,14,1.45,32.46,3.88,2019
Startup_7724,Retail,Chennai,Tamil Nadu,2010,Series B,Equity,7005128,3,65186930,3289159,No,368,Big Data,83616,9.94,No,72814,4,4.0,52.82,5.05,2022
Startup_7725,AgriTech,Mumbai,Delhi,2005,Series A,Equity,547034,8,53090930,2296339,Yes,311,AI,81166,49.7,Yes,20895,9,4.33,72.29,4.58,2021
